Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Guardian (Sponsor),Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
92,97,18,8,30,C,24,Female,Single,0,College,Doctorate,Father,No,7,Good,Socializing,Low,4,Yes
86,96,13,12,37,B,20,Female,Single,0,High School,College,Mother,Yes,0,Good,Sports,Low,5,Yes
74,72,11,22,15,D,21,Female,Engaged,0,High School,Bachelor's Degree,Brother,Yes,6,Average,Reading,Moderate,4,No
61,62,13,9,17,E,23,Male,Single,0,College,Bachelor's Degree,Uncle,Yes,2,Average,Watching TV,Moderate,2,Yes
95,95,17,18,15,C,20,Male,Married,3,Doctorate,Master's Degree,Father,No,3,Good,Sports,Moderate,7,No
71,60,8,19,15,D,23,Female,Single,0,Bachelor's Degree,Doctorate,Uncle,No,4,Good,Sports,Low,7,No
81,82,11,22,20,C,25,Female,Single,0,Master's Degree,College,Brother,Yes,7,Average,Watching TV,High,2,No
76,84,25,18,42,A,23,Male,Single,0,High School,High School,Uncle,No,6,Good,Sports,Low,5,No
83,83,22,15,38,A,21,Male,Engaged,0,Master's Degree,High School,Mother,Yes,9,Average,Reading,Low,3,Yes
90,78,23,21,17,B,22,Female,Single,0,High School,College,Father,No,2,Poor,Socializing,High,2,Yes
75,78,19,12,30,B,20,Female,Engaged,0,College,High School,Brother,No,7,Average,Socializing,Moderate,4,No
98,89,25,19,45,A,25,Female,Engaged,0,College,Doctorate,Sister,Yes,3,Average,Socializing,Moderate,0,Yes
71,71,8,11,13,E,19,Male,Engaged,0,Master's Degree,Master's Degree,Uncle,No,9,Average,Socializing,Low,7,No
96,97,21,24,15,B,19,Female,Engaged,0,Master's Degree,High School,Mother,Yes,8,Good,Reading,High,0,Yes
67,68,11,17,20,D,18,Male,Engaged,0,Doctorate,Master's Degree,Mother,No,0,Good,Reading,High,5,No
83,84,18,19,48,A,19,Female,Married,5,Doctorate,Master's Degree,Father,Yes,8,Good,Sports,Moderate,1,Yes
62,68,13,8,15,E,20,Male,Married,2,Bachelor's Degree,Bachelor's Degree,Father,Yes,0,Average,Reading,High,2,Yes
98,88,25,13,28,B,18,Female,Married,5,High School,Master's Degree,Aunty,Yes,3,Poor,Reading,Moderate,4,Yes
93,84,23,17,16,C,19,Female,Single,0,College,Doctorate,Brother,Yes,8,Average,Sports,Moderate,2,No
84,87,19,9,39,B,21,Female,Married,5,Master's Degree,High School,Father,No,0,Good,Socializing,High,4,No
71,73,20,9,16,D,25,Male,Engaged,0,Master's Degree,College,Sister,No,2,Poor,Sports,Low,4,No
77,81,11,8,31,C,25,Male,Married,2,High School,College,Sister,No,7,Poor,Watching TV,Low,3,No
95,79,18,19,28,B,21,Female,Engaged,0,Master's Degree,Bachelor's Degree,Brother,Yes,9,Poor,Sports,Moderate,0,No
79,84,24,16,20,B,22,Female,Engaged,0,Bachelor's Degree,College,Uncle,Yes,7,Poor,Socializing,Moderate,4,No
82,82,16,21,46,A,22,Female,Single,0,Master's Degree,College,Aunty,Yes,4,Good,Sports,Low,6,No
89,99,8,25,39,A,25,Female,Married,1,Bachelor's Degree,Master's Degree,Father,Yes,8,Good,Reading,Low,6,Yes
83,88,10,23,46,A,24,Male,Married,5,Doctorate,Master's Degree,Mother,No,2,Average,Watching TV,Moderate,2,Yes
85,98,17,25,26,B,21,Male,Married,3,Master's Degree,Doctorate,Mother,No,9,Poor,Watching TV,Low,1,No
90,98,23,17,32,A,20,Female,Single,0,High School,College,Father,Yes,5,Good,Socializing,Low,7,Yes
91,98,25,8,35,B,25,Male,Married,2,Doctorate,Bachelor's Degree,Brother,No,3,Good,Watching TV,Low,1,No
96,99,20,12,37,B,22,Male,Married,3,Doctorate,Master's Degree,Mother,No,7,Good,Socializing,Low,5,No
86,91,20,17,33,A,18,Male,Single,0,Master's Degree,Doctorate,Aunty,No,1,Poor,Socializing,Moderate,2,No
80,93,11,9,39,C,23,Male,Married,1,High School,Master's Degree,Brother,Yes,6,Good,Watching TV,Moderate,7,No
76,80,18,16,16,C,25,Male,Married,1,Master's Degree,Master's Degree,Father,Yes,2,Good,Socializing,High,5,No
92,77,9,11,32,C,22,Male,Married,2,Doctorate,Doctorate,Brother,Yes,5,Poor,Watching TV,Moderate,7,Yes
62,60,15,18,12,D,24,Male,Single,0,High School,High School,Brother,Yes,3,Good,Reading,Low,7,Yes
70,67,25,8,9,D,19,Female,Engaged,0,Master's Degree,High School,Father,Yes,1,Poor,Watching TV,Low,5,Yes
84,87,25,11,36,A,23,Male,Engaged,0,Bachelor's Degree,High School,Aunty,Yes,5,Poor,Socializing,Low,3,No
99,98,9,16,28,C,20,Female,Engaged,0,College,College,Father,No,4,Average,Watching TV,High,6,No
77,91,21,9,26,C,18,Female,Engaged,0,High School,High School,Uncle,No,1,Good,Reading,High,2,No
91,75,16,11,47,A,22,Female,Single,0,Doctorate,Bachelor's Degree,Brother,No,7,Good,Socializing,Moderate,0,Yes
68,67,9,9,27,D,20,Female,Single,0,Master's Degree,Master's Degree,Mother,No,1,Average,Reading,Moderate,0,Yes
62,71,16,17,8,D,18,Female,Married,4,Bachelor's Degree,Bachelor's Degree,Brother,Yes,1,Good,Sports,High,3,Yes
89,78,11,21,29,B,25,Female,Engaged,0,College,Doctorate,Sister,Yes,0,Poor,Sports,Low,5,No
95,81,16,22,39,A,20,Female,Married,0,College,Doctorate,Aunty,No,8,Good,Sports,High,5,Yes
72,64,15,20,14,D,25,Female,Married,5,Bachelor's Degree,College,Sister,Yes,3,Poor,Sports,High,2,Yes
76,81,10,15,50,A,19,Female,Married,1,High School,Bachelor's Degree,Sister,Yes,2,Good,Sports,Moderate,7,Yes
99,96,25,14,40,A,20,Female,Single,0,College,Master's Degree,Brother,No,0,Average,Reading,Low,7,Yes
96,87,25,10,34,B,25,Female,Engaged,0,High School,Bachelor's Degree,Aunty,Yes,4,Average,Watching TV,Low,3,No
77,92,10,12,43,B,20,Male,Single,0,Doctorate,College,Brother,No,7,Poor,Watching TV,Low,2,No
89,98,16,18,48,A,18,Male,Engaged,0,Master's Degree,Master's Degree,Mother,No,6,Poor,Sports,High,6,Yes
98,91,25,14,39,A,18,Female,Single,0,Doctorate,Master's Degree,Aunty,No,0,Poor,Sports,High,7,Yes
87,78,25,15,43,A,20,Female,Married,2,High School,College,Mother,Yes,1,Poor,Watching TV,High,3,Yes
96,80,23,16,34,A,18,Female,Single,0,Doctorate,College,Aunty,No,6,Good,Socializing,High,7,Yes
84,80,10,19,45,A,25,Male,Single,0,Doctorate,Bachelor's Degree,Father,Yes,4,Good,Sports,Moderate,3,No
75,88,11,18,38,B,19,Female,Single,0,High School,Doctorate,Father,No,9,Good,Sports,High,7,Yes
98,84,18,10,33,B,18,Female,Married,4,Doctorate,Bachelor's Degree,Uncle,Yes,3,Poor,Reading,Moderate,0,Yes
67,71,8,16,15,E,24,Female,Married,3,Doctorate,College,Mother,Yes,9,Average,Sports,Moderate,6,Yes
99,84,14,18,28,B,24,Female,Single,0,College,College,Mother,No,3,Average,Reading,Low,3,No
71,67,18,10,12,D,24,Male,Married,2,Doctorate,College,Brother,No,4,Average,Reading,Low,7,Yes
99,97,10,24,48,A,25,Male,Single,0,Doctorate,Doctorate,Uncle,No,9,Poor,Sports,Moderate,2,Yes
81,85,25,23,19,B,18,Male,Engaged,0,College,College,Aunty,No,2,Poor,Reading,Low,2,No
76,96,20,8,29,C,23,Male,Engaged,0,Master's Degree,Master's Degree,Uncle,No,2,Average,Watching TV,Moderate,7,Yes
65,64,11,9,11,E,25,Female,Married,3,Bachelor's Degree,Doctorate,Aunty,Yes,5,Good,Socializing,Moderate,4,Yes
86,76,20,10,27,C,22,Female,Single,0,Bachelor's Degree,Doctorate,Uncle,Yes,5,Good,Watching TV,Low,3,Yes
98,95,12,19,41,A,18,Male,Married,5,Bachelor's Degree,Master's Degree,Uncle,No,8,Average,Reading,High,4,Yes
98,90,8,19,36,B,23,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Father,Yes,7,Poor,Sports,Moderate,6,No
96,91,20,9,27,C,19,Male,Married,4,College,High School,Mother,Yes,9,Poor,Reading,High,2,Yes
77,79,19,21,29,B,21,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,2,Good,Watching TV,Low,0,Yes
76,84,8,25,50,A,19,Male,Engaged,0,College,High School,Aunty,Yes,4,Poor,Watching TV,High,3,Yes
68,74,9,20,12,D,20,Female,Single,0,Bachelor's Degree,College,Uncle,Yes,9,Average,Socializing,High,7,No
62,64,25,8,11,D,24,Female,Married,2,Bachelor's Degree,Bachelor's Degree,Father,No,9,Poor,Reading,Low,6,Yes
85,82,9,8,43,B,19,Female,Single,0,High School,High School,Sister,Yes,6,Average,Watching TV,Low,2,No
75,77,11,14,50,A,23,Female,Engaged,0,High School,College,Brother,No,1,Poor,Sports,High,4,No
81,80,21,8,39,B,22,Female,Single,0,Master's Degree,Doctorate,Aunty,Yes,0,Poor,Sports,High,1,No
89,85,14,19,32,B,18,Female,Engaged,0,Bachelor's Degree,Master's Degree,Aunty,No,2,Average,Socializing,High,3,Yes
76,96,19,20,18,C,20,Male,Single,0,High School,Doctorate,Uncle,No,9,Average,Reading,Moderate,2,No
98,80,20,11,41,A,18,Male,Single,0,High School,Bachelor's Degree,Brother,No,8,Average,Reading,Moderate,4,No
73,69,10,23,9,D,19,Female,Single,0,High School,High School,Father,Yes,9,Poor,Watching TV,Low,4,No
89,99,18,23,24,B,22,Male,Married,0,High School,High School,Brother,Yes,1,Average,Socializing,Moderate,2,No
64,66,16,13,14,D,21,Male,Single,0,High School,High School,Brother,No,5,Poor,Socializing,Moderate,5,No
97,82,25,23,46,A,20,Female,Married,3,High School,Master's Degree,Brother,No,5,Poor,Sports,Low,2,Yes
86,97,23,24,49,A,21,Male,Engaged,0,High School,High School,Father,No,5,Average,Sports,High,4,Yes
91,96,21,21,47,A,20,Female,Engaged,0,Doctorate,College,Sister,Yes,9,Poor,Reading,High,4,Yes
74,65,19,9,15,D,24,Female,Married,4,High School,Master's Degree,Brother,No,7,Average,Socializing,Moderate,4,Yes
91,99,24,10,17,C,18,Female,Married,2,High School,High School,Aunty,Yes,2,Poor,Reading,Low,4,Yes
87,75,17,20,30,B,19,Male,Single,0,Doctorate,College,Father,No,9,Good,Socializing,Low,6,Yes
92,82,19,15,27,B,22,Female,Married,4,Doctorate,Master's Degree,Brother,Yes,9,Average,Reading,Moderate,3,Yes
88,80,10,17,42,B,18,Male,Married,0,Master's Degree,High School,Brother,Yes,2,Good,Reading,Low,5,No
76,81,21,18,48,A,19,Female,Married,1,College,High School,Brother,Yes,8,Average,Watching TV,High,0,Yes
64,67,8,11,14,E,18,Female,Single,0,Doctorate,Doctorate,Father,Yes,4,Poor,Reading,High,5,Yes
76,77,19,8,31,C,23,Male,Single,0,College,Master's Degree,Uncle,No,0,Good,Reading,Low,2,No
81,80,21,18,20,C,19,Female,Single,0,Doctorate,Bachelor's Degree,Uncle,Yes,0,Good,Socializing,Moderate,3,No
96,97,21,16,43,A,19,Male,Engaged,0,College,High School,Brother,Yes,9,Poor,Socializing,Low,6,No
90,89,15,22,44,A,22,Female,Single,0,Master's Degree,High School,Uncle,Yes,8,Average,Reading,Low,2,No
73,72,11,15,20,D,22,Female,Engaged,0,High School,Bachelor's Degree,Brother,No,9,Average,Socializing,Low,0,Yes
74,61,22,15,11,D,22,Female,Single,0,Bachelor's Degree,College,Aunty,Yes,6,Poor,Reading,Low,6,Yes
88,89,15,12,35,B,19,Female,Single,0,High School,College,Brother,No,6,Good,Watching TV,Moderate,3,Yes
73,60,16,11,22,D,18,Female,Married,3,High School,High School,Father,No,3,Average,Reading,Low,2,Yes
86,81,19,12,30,B,25,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Mother,No,5,Average,Sports,Moderate,4,Yes
79,79,23,17,42,A,20,Female,Married,0,High School,Master's Degree,Sister,No,8,Poor,Watching TV,Low,2,Yes
77,75,15,16,45,A,22,Male,Engaged,0,Master's Degree,High School,Aunty,Yes,7,Average,Sports,Low,0,Yes
60,70,8,15,23,D,23,Male,Single,0,Master's Degree,College,Mother,Yes,3,Good,Watching TV,Moderate,1,Yes
99,93,22,20,32,A,23,Male,Married,5,College,Bachelor's Degree,Aunty,No,0,Good,Reading,Moderate,4,No
98,82,19,14,24,C,22,Male,Single,0,High School,College,Aunty,Yes,7,Average,Socializing,Moderate,1,No
78,84,21,8,37,B,22,Male,Single,0,Bachelor's Degree,Doctorate,Uncle,No,4,Poor,Socializing,Low,7,No
76,86,25,25,49,A,19,Male,Engaged,0,High School,Doctorate,Brother,No,1,Average,Sports,Low,1,No
60,64,10,16,15,D,18,Male,Married,1,Master's Degree,High School,Brother,No,0,Poor,Socializing,Moderate,7,Yes
89,94,16,10,48,A,25,Male,Engaged,0,High School,Doctorate,Sister,No,5,Good,Watching TV,Low,5,No
85,95,14,13,31,C,18,Male,Engaged,0,Master's Degree,High School,Father,No,4,Poor,Socializing,Low,1,Yes
60,64,15,8,12,E,25,Female,Married,3,Master's Degree,High School,Aunty,Yes,4,Poor,Sports,Low,5,No
96,83,22,9,32,B,21,Female,Engaged,0,Doctorate,Master's Degree,Father,Yes,9,Poor,Watching TV,High,7,Yes
95,81,14,20,37,A,23,Female,Engaged,0,High School,Bachelor's Degree,Sister,Yes,4,Poor,Reading,High,6,No
96,87,25,23,15,B,22,Male,Married,4,College,Bachelor's Degree,Aunty,No,9,Average,Sports,Low,6,Yes
85,97,14,24,37,A,23,Male,Single,0,Master's Degree,High School,Father,Yes,2,Poor,Sports,High,7,No
86,96,22,10,25,C,20,Male,Married,5,Bachelor's Degree,High School,Father,No,1,Poor,Socializing,Low,7,No
79,84,22,22,48,A,20,Male,Engaged,0,Master's Degree,College,Sister,Yes,0,Average,Watching TV,Low,0,No
77,97,13,12,31,C,20,Male,Single,0,College,Bachelor's Degree,Father,Yes,3,Good,Socializing,High,4,Yes
78,87,14,8,28,C,19,Female,Engaged,0,High School,College,Aunty,No,9,Good,Watching TV,High,2,Yes
90,90,22,25,17,B,25,Male,Single,0,Master's Degree,College,Sister,Yes,3,Poor,Socializing,High,1,No
82,75,22,20,28,A,25,Male,Single,0,College,Doctorate,Father,Yes,3,Poor,Watching TV,High,5,No
88,86,22,23,24,B,25,Female,Single,0,Bachelor's Degree,Doctorate,Mother,Yes,8,Good,Reading,Moderate,3,No
88,90,18,9,32,C,21,Female,Married,5,Doctorate,Doctorate,Mother,No,3,Good,Socializing,High,7,No
98,82,15,9,35,C,19,Female,Single,0,Bachelor's Degree,Doctorate,Uncle,Yes,3,Poor,Sports,Moderate,0,No
78,85,19,13,22,C,20,Male,Engaged,0,High School,Bachelor's Degree,Mother,Yes,8,Good,Sports,High,7,Yes
90,91,9,8,36,C,19,Female,Single,0,College,Master's Degree,Mother,Yes,7,Good,Reading,Low,1,No
95,88,18,25,26,B,18,Male,Single,0,High School,Doctorate,Uncle,Yes,2,Poor,Reading,Low,1,Yes
72,61,20,9,20,D,22,Female,Single,0,College,High School,Father,No,8,Average,Reading,Low,0,No
85,85,13,24,32,B,21,Female,Married,3,Bachelor's Degree,College,Sister,Yes,1,Poor,Watching TV,Moderate,6,Yes
98,75,9,22,23,C,22,Male,Single,0,High School,Bachelor's Degree,Father,No,6,Average,Reading,Moderate,6,Yes
90,79,12,22,20,C,24,Male,Engaged,0,High School,Doctorate,Father,Yes,1,Poor,Sports,Low,2,Yes
73,69,18,9,12,E,22,Female,Married,1,Doctorate,Master's Degree,Uncle,Yes,0,Poor,Watching TV,Moderate,3,No
92,98,12,13,42,B,23,Male,Engaged,0,Doctorate,High School,Father,Yes,7,Poor,Socializing,Low,2,No
78,83,21,8,44,A,20,Female,Single,0,Bachelor's Degree,Doctorate,Mother,Yes,6,Poor,Sports,Moderate,7,Yes
72,70,12,21,15,D,20,Male,Single,0,Master's Degree,Doctorate,Sister,Yes,4,Poor,Reading,High,6,Yes
91,91,20,21,15,C,20,Male,Single,0,College,College,Mother,No,8,Poor,Socializing,Low,5,No
94,96,10,11,47,B,22,Male,Engaged,0,College,Bachelor's Degree,Uncle,No,2,Poor,Reading,Low,0,Yes
95,83,8,21,26,C,20,Male,Married,4,Bachelor's Degree,Master's Degree,Father,Yes,6,Poor,Watching TV,High,3,Yes
73,75,17,12,10,E,18,Female,Married,2,Doctorate,High School,Brother,No,7,Good,Watching TV,Low,3,No
86,75,15,20,48,A,21,Male,Engaged,0,Master's Degree,Doctorate,Father,No,9,Average,Sports,Moderate,5,No
82,98,14,10,43,B,18,Male,Single,0,Master's Degree,Doctorate,Father,No,0,Poor,Sports,High,6,Yes
84,90,12,10,44,B,22,Female,Married,3,Doctorate,High School,Father,No,5,Poor,Socializing,High,5,No
84,82,10,21,50,A,22,Male,Engaged,0,Bachelor's Degree,College,Father,Yes,5,Average,Watching TV,Low,6,Yes
85,99,19,25,24,B,20,Female,Married,1,High School,Master's Degree,Father,Yes,0,Good,Watching TV,Moderate,5,No
87,96,8,22,32,B,21,Male,Single,0,Master's Degree,High School,Aunty,No,4,Average,Sports,Moderate,5,No
95,90,10,16,33,C,22,Male,Engaged,0,Master's Degree,High School,Brother,Yes,3,Poor,Sports,Moderate,5,Yes
85,79,16,21,27,B,24,Female,Married,3,Bachelor's Degree,Bachelor's Degree,Uncle,No,4,Average,Sports,Moderate,6,Yes
80,79,12,12,42,B,22,Female,Engaged,0,High School,Bachelor's Degree,Uncle,No,5,Good,Socializing,High,3,No
99,91,11,16,26,C,22,Male,Engaged,0,High School,Bachelor's Degree,Mother,No,3,Poor,Watching TV,Moderate,5,No
61,64,16,9,21,D,20,Female,Married,0,Bachelor's Degree,High School,Uncle,No,5,Good,Sports,Low,5,No
94,86,17,14,30,B,25,Female,Engaged,0,Master's Degree,College,Aunty,Yes,3,Average,Socializing,Moderate,4,No
88,80,25,22,16,B,23,Female,Engaged,0,College,College,Brother,Yes,8,Good,Sports,High,4,Yes
77,79,23,13,50,A,20,Female,Single,0,College,Doctorate,Mother,No,4,Good,Reading,High,4,Yes
86,76,16,23,26,B,18,Male,Engaged,0,Master's Degree,Doctorate,Brother,Yes,9,Poor,Watching TV,High,2,Yes
97,97,20,23,29,A,24,Male,Single,0,Doctorate,Bachelor's Degree,Brother,Yes,8,Good,Reading,Moderate,7,No
75,80,8,21,26,C,22,Female,Engaged,0,Doctorate,Master's Degree,Sister,No,5,Poor,Socializing,High,1,Yes
99,79,25,10,43,A,20,Male,Married,0,Doctorate,Master's Degree,Brother,No,6,Poor,Watching TV,Moderate,0,No
97,93,16,8,33,C,22,Female,Single,0,Master's Degree,College,Mother,No,6,Good,Reading,High,6,Yes
96,77,9,18,40,B,22,Female,Engaged,0,Bachelor's Degree,Master's Degree,Uncle,Yes,3,Average,Socializing,Moderate,3,No
82,98,25,17,46,A,21,Male,Married,2,Doctorate,Master's Degree,Aunty,Yes,9,Poor,Watching TV,High,1,Yes
89,81,20,14,28,B,19,Female,Single,0,High School,Doctorate,Father,No,7,Poor,Reading,High,4,No
79,95,14,16,24,C,20,Female,Married,3,High School,High School,Brother,No,3,Poor,Watching TV,Moderate,1,Yes
72,66,9,10,16,E,19,Male,Single,0,High School,High School,Uncle,Yes,5,Poor,Watching TV,Low,4,No
96,87,13,25,32,A,24,Male,Married,1,High School,Master's Degree,Sister,Yes,8,Poor,Reading,Moderate,2,Yes
90,82,23,9,18,C,19,Male,Engaged,0,Master's Degree,Doctorate,Father,No,9,Poor,Sports,Low,2,No
63,67,15,12,19,D,18,Male,Single,0,Doctorate,College,Uncle,No,8,Poor,Watching TV,Low,1,Yes
75,96,23,20,17,B,21,Female,Married,1,High School,Bachelor's Degree,Uncle,Yes,2,Average,Watching TV,Low,7,Yes
62,61,11,14,16,D,22,Male,Married,5,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,9,Good,Socializing,Moderate,7,No
67,68,12,10,9,E,22,Male,Married,4,High School,College,Brother,Yes,7,Poor,Watching TV,Moderate,5,Yes
82,80,17,8,27,C,21,Female,Married,3,Bachelor's Degree,Bachelor's Degree,Uncle,No,2,Good,Sports,Moderate,1,No
91,88,16,21,29,B,22,Female,Single,0,Bachelor's Degree,Doctorate,Brother,Yes,0,Poor,Watching TV,Moderate,3,No
68,74,18,9,13,D,20,Female,Single,0,College,Master's Degree,Brother,No,6,Good,Socializing,High,7,No
91,86,21,11,36,B,24,Male,Married,4,High School,Bachelor's Degree,Uncle,Yes,7,Average,Reading,High,5,Yes
99,92,18,19,45,A,21,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Sister,No,1,Good,Reading,Moderate,1,Yes
62,68,16,12,17,D,18,Female,Married,4,Bachelor's Degree,Master's Degree,Brother,No,4,Good,Sports,Low,1,Yes
88,83,18,18,15,C,19,Male,Married,1,Master's Degree,Bachelor's Degree,Brother,Yes,5,Poor,Sports,Moderate,5,Yes
94,75,11,24,23,C,21,Male,Engaged,0,Doctorate,Doctorate,Brother,Yes,9,Good,Reading,Low,2,No
69,62,12,8,20,D,24,Male,Married,5,Doctorate,Master's Degree,Brother,No,3,Average,Watching TV,Moderate,2,Yes
89,86,20,10,28,C,21,Female,Single,0,Doctorate,Doctorate,Father,Yes,5,Average,Sports,Low,7,No
85,88,11,12,39,B,18,Female,Engaged,0,High School,Doctorate,Mother,No,7,Average,Watching TV,Moderate,4,No
85,96,10,18,41,B,20,Female,Married,0,Doctorate,Bachelor's Degree,Brother,No,7,Average,Socializing,High,0,No
75,98,8,24,47,A,23,Female,Single,0,Bachelor's Degree,High School,Sister,Yes,8,Poor,Watching TV,Moderate,6,No
81,90,18,25,25,B,19,Male,Single,0,College,High School,Sister,No,2,Poor,Socializing,High,3,No
78,79,8,18,46,A,22,Male,Single,0,College,High School,Brother,No,0,Poor,Socializing,High,2,No
90,92,16,11,45,A,23,Male,Married,4,High School,Master's Degree,Brother,No,8,Good,Reading,Moderate,4,Yes
67,72,17,15,10,D,18,Male,Single,0,College,Bachelor's Degree,Sister,Yes,6,Average,Reading,Moderate,3,No
99,85,9,24,44,A,24,Female,Single,0,Bachelor's Degree,College,Mother,Yes,1,Poor,Watching TV,Low,0,No
63,66,16,18,14,D,25,Male,Married,0,College,Doctorate,Uncle,Yes,1,Poor,Watching TV,High,4,No
62,65,12,12,13,E,23,Male,Married,0,Master's Degree,College,Brother,Yes,7,Average,Watching TV,Moderate,1,Yes
95,77,21,18,39,A,21,Male,Married,5,Doctorate,High School,Brother,No,3,Poor,Socializing,Moderate,0,Yes
88,98,11,20,34,B,18,Male,Single,0,High School,Master's Degree,Aunty,No,0,Poor,Reading,Low,0,Yes
97,83,21,18,17,C,20,Female,Engaged,0,Doctorate,High School,Sister,No,7,Good,Socializing,Low,3,No
97,93,25,11,22,C,19,Male,Engaged,0,College,Doctorate,Aunty,No,6,Good,Sports,High,1,Yes
82,91,14,25,31,A,20,Female,Single,0,Doctorate,High School,Sister,Yes,8,Poor,Watching TV,High,5,Yes
84,81,12,10,35,C,19,Female,Married,0,Doctorate,Bachelor's Degree,Uncle,No,1,Poor,Socializing,Low,3,No
97,81,20,9,39,B,20,Male,Single,0,Doctorate,Bachelor's Degree,Mother,No,0,Average,Reading,Moderate,6,Yes
86,75,14,21,43,A,19,Male,Single,0,Bachelor's Degree,Doctorate,Mother,No,7,Average,Sports,Low,5,Yes
79,92,9,8,46,B,20,Male,Engaged,0,High School,College,Brother,No,5,Average,Reading,Low,4,Yes
68,70,15,17,14,D,19,Female,Engaged,0,College,Master's Degree,Sister,No,1,Average,Watching TV,Low,7,No
68,73,16,10,13,E,21,Female,Engaged,0,High School,Master's Degree,Brother,No,1,Poor,Reading,Moderate,3,No
98,99,14,14,28,C,20,Female,Single,0,Doctorate,Doctorate,Uncle,Yes,2,Good,Reading,Low,6,Yes
94,81,16,9,45,A,25,Male,Engaged,0,Master's Degree,Doctorate,Father,Yes,5,Average,Sports,High,6,Yes
89,87,15,21,27,B,23,Male,Single,0,Master's Degree,Bachelor's Degree,Brother,No,2,Good,Reading,Moderate,4,No
95,97,15,20,32,B,21,Male,Engaged,0,Bachelor's Degree,College,Sister,No,5,Good,Watching TV,Moderate,2,No
99,76,19,19,18,C,18,Female,Single,0,Bachelor's Degree,Master's Degree,Father,No,3,Good,Reading,High,2,No
75,85,19,19,43,A,24,Female,Married,3,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,3,Poor,Reading,Low,6,Yes
82,99,12,14,39,B,25,Male,Married,4,Bachelor's Degree,College,Mother,Yes,8,Good,Reading,Low,1,No
78,79,14,15,37,B,25,Female,Engaged,0,Doctorate,Bachelor's Degree,Brother,Yes,7,Average,Reading,High,4,Yes
81,93,22,17,33,A,18,Male,Married,2,College,Master's Degree,Father,Yes,8,Good,Socializing,High,2,No
77,75,24,17,47,A,25,Male,Single,0,High School,Doctorate,Sister,No,9,Poor,Sports,High,2,No
97,75,22,16,12,C,25,Female,Single,0,High School,Bachelor's Degree,Aunty,Yes,8,Poor,Sports,High,5,No
81,80,9,13,35,C,20,Female,Single,0,College,Doctorate,Sister,Yes,1,Average,Socializing,Moderate,2,No
98,76,11,21,24,C,23,Male,Engaged,0,High School,High School,Mother,Yes,4,Poor,Sports,Moderate,1,No
86,75,22,23,34,A,21,Female,Engaged,0,College,College,Uncle,Yes,6,Average,Socializing,Low,6,No
